cve,event_type,event_date,source,raw_date_field
CVE-2017-6743,KEV,2022-03-03,KEV,dateAdded
CVE-2017-6744,KEV,2022-03-03,KEV,dateAdded
CVE-2017-8540,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0151,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0154,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0155,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0156,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0158,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0159,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0161,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0167,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0172,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0173,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0174,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0175,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0179,KEV,2022-03-03,KEV,dateAdded
CVE-2018-0180,KEV,2022-03-03,KEV,dateAdded
CVE-2018-8298,KEV,2022-03-03,KEV,dateAdded
CVE-2018-8581,KEV,2022-03-03,KEV,dateAdded
CVE-2019-1297,KEV,2022-03-03,KEV,dateAdded
CVE-2019-1652,KEV,2022-03-03,KEV,dateAdded
CVE-2019-16928,KEV,2022-03-03,KEV,dateAdded
CVE-2020-11899,KEV,2022-03-03,KEV,dateAdded
CVE-2020-1938,KEV,2022-03-03,KEV,dateAdded
CVE-2021-41379,KEV,2022-03-03,KEV,dateAdded
CVE-2022-20699,KEV,2022-03-03,KEV,dateAdded
CVE-2022-20700,KEV,2022-03-03,KEV,dateAdded
CVE-2022-20701,KEV,2022-03-03,KEV,dateAdded
CVE-2022-20703,KEV,2022-03-03,KEV,dateAdded
CVE-2022-20708,KEV,2022-03-03,KEV,dateAdded
CVE-2009-3960,KEV,2022-03-07,KEV,dateAdded
CVE-2013-0625,KEV,2022-03-07,KEV,dateAdded
CVE-2013-0629,KEV,2022-03-07,KEV,dateAdded
CVE-2013-0631,KEV,2022-03-07,KEV,dateAdded
CVE-2016-6277,KEV,2022-03-07,KEV,dateAdded
CVE-2017-6077,KEV,2022-03-07,KEV,dateAdded
CVE-2019-11581,KEV,2022-03-07,KEV,dateAdded
CVE-2020-8218,KEV,2022-03-07,KEV,dateAdded
CVE-2021-21973,KEV,2022-03-07,KEV,dateAdded
CVE-2022-26485,KEV,2022-03-07,KEV,dateAdded
CVE-2022-26486,KEV,2022-03-07,KEV,dateAdded
CVE-2015-2546,KEV,2022-03-15,KEV,dateAdded
CVE-2016-3309,KEV,2022-03-15,KEV,dateAdded
CVE-2017-0101,KEV,2022-03-15,KEV,dateAdded
CVE-2018-8120,KEV,2022-03-15,KEV,dateAdded
CVE-2019-0543,KEV,2022-03-15,KEV,dateAdded
CVE-2019-0841,KEV,2022-03-15,KEV,dateAdded
CVE-2019-1064,KEV,2022-03-15,KEV,dateAdded
CVE-2019-1069,KEV,2022-03-15,KEV,dateAdded
CVE-2019-1129,KEV,2022-03-15,KEV,dateAdded
CVE-2019-1132,KEV,2022-03-15,KEV,dateAdded
CVE-2019-1253,KEV,2022-03-15,KEV,dateAdded
CVE-2019-1315,KEV,2022-03-15,KEV,dateAdded
CVE-2019-1322,KEV,2022-03-15,KEV,dateAdded
CVE-2019-1405,KEV,2022-03-15,KEV,dateAdded
CVE-2020-5135,KEV,2022-03-15,KEV,dateAdded
CVE-2005-2773,KEV,2022-03-25,KEV,dateAdded
CVE-2009-0927,KEV,2022-03-25,KEV,dateAdded
CVE-2009-1151,KEV,2022-03-25,KEV,dateAdded
CVE-2009-2055,KEV,2022-03-25,KEV,dateAdded
CVE-2010-2861,KEV,2022-03-25,KEV,dateAdded
CVE-2010-3035,KEV,2022-03-25,KEV,dateAdded
CVE-2010-4344,KEV,2022-03-25,KEV,dateAdded
CVE-2010-4345,KEV,2022-03-25,KEV,dateAdded
CVE-2012-1823,KEV,2022-03-25,KEV,dateAdded
CVE-2013-2251,KEV,2022-03-25,KEV,dateAdded
CVE-2013-4810,KEV,2022-03-25,KEV,dateAdded
CVE-2013-5223,KEV,2022-03-25,KEV,dateAdded
CVE-2014-0130,KEV,2022-03-25,KEV,dateAdded
CVE-2014-3120,KEV,2022-03-25,KEV,dateAdded
CVE-2014-6287,KEV,2022-03-25,KEV,dateAdded
CVE-2014-6324,KEV,2022-03-25,KEV,dateAdded
CVE-2014-6332,KEV,2022-03-25,KEV,dateAdded
CVE-2015-0666,KEV,2022-03-25,KEV,dateAdded
CVE-2015-1187,KEV,2022-03-25,KEV,dateAdded
CVE-2015-1427,KEV,2022-03-25,KEV,dateAdded
CVE-2015-3035,KEV,2022-03-25,KEV,dateAdded
CVE-2015-4068,KEV,2022-03-25,KEV,dateAdded
CVE-2016-0752,KEV,2022-03-25,KEV,dateAdded
CVE-2016-10174,KEV,2022-03-25,KEV,dateAdded
CVE-2016-11021,KEV,2022-03-25,KEV,dateAdded
CVE-2016-1555,KEV,2022-03-25,KEV,dateAdded
CVE-2016-4171,KEV,2022-03-25,KEV,dateAdded
CVE-2016-7892,KEV,2022-03-25,KEV,dateAdded
CVE-2017-0146,KEV,2022-03-25,KEV,dateAdded
CVE-2017-12615,KEV,2022-03-25,KEV,dateAdded
CVE-2017-12617,KEV,2022-03-25,KEV,dateAdded
CVE-2017-3881,KEV,2022-03-25,KEV,dateAdded
CVE-2017-6316,KEV,2022-03-25,KEV,dateAdded
CVE-2017-6334,KEV,2022-03-25,KEV,dateAdded
CVE-2018-0125,KEV,2022-03-25,KEV,dateAdded
CVE-2018-0147,KEV,2022-03-25,KEV,dateAdded
CVE-2018-11138,KEV,2022-03-25,KEV,dateAdded
CVE-2018-1273,KEV,2022-03-25,KEV,dateAdded
CVE-2018-14839,KEV,2022-03-25,KEV,dateAdded
CVE-2018-6961,KEV,2022-03-25,KEV,dateAdded
CVE-2018-8373,KEV,2022-03-25,KEV,dateAdded
CVE-2018-8414,KEV,2022-03-25,KEV,dateAdded
CVE-2019-0903,KEV,2022-03-25,KEV,dateAdded
CVE-2019-1003030,KEV,2022-03-25,KEV,dateAdded
CVE-2019-10068,KEV,2022-03-25,KEV,dateAdded
CVE-2019-11043,KEV,2022-03-25,KEV,dateAdded
CVE-2019-12989,KEV,2022-03-25,KEV,dateAdded
CVE-2019-12991,KEV,2022-03-25,KEV,dateAdded
CVE-2019-15107,KEV,2022-03-25,KEV,dateAdded
CVE-2019-16920,KEV,2022-03-25,KEV,dateAdded
CVE-2019-2616,KEV,2022-03-25,KEV,dateAdded
CVE-2019-6340,KEV,2022-03-25,KEV,dateAdded
CVE-2020-1631,KEV,2022-03-25,KEV,dateAdded
CVE-2020-1956,KEV,2022-03-25,KEV,dateAdded
CVE-2020-2021,KEV,2022-03-25,KEV,dateAdded
CVE-2020-2506,KEV,2022-03-25,KEV,dateAdded
CVE-2020-25223,KEV,2022-03-25,KEV,dateAdded
CVE-2020-5410,KEV,2022-03-25,KEV,dateAdded
CVE-2020-7247,KEV,2022-03-25,KEV,dateAdded
CVE-2020-9054,KEV,2022-03-25,KEV,dateAdded
CVE-2020-9377,KEV,2022-03-25,KEV,dateAdded
CVE-2021-22941,KEV,2022-03-25,KEV,dateAdded
CVE-2021-42237,KEV,2022-03-25,KEV,dateAdded
CVE-2022-21999,KEV,2022-03-25,KEV,dateAdded
CVE-2022-26143,KEV,2022-03-25,KEV,dateAdded
CVE-2022-26318,KEV,2022-03-25,KEV,dateAdded
CVE-2010-4398,KEV,2022-03-28,KEV,dateAdded
CVE-2011-2005,KEV,2022-03-28,KEV,dateAdded
CVE-2012-0518,KEV,2022-03-28,KEV,dateAdded
CVE-2012-2034,KEV,2022-03-28,KEV,dateAdded
CVE-2012-2539,KEV,2022-03-28,KEV,dateAdded
CVE-2012-5076,KEV,2022-03-28,KEV,dateAdded
CVE-2013-1690,KEV,2022-03-28,KEV,dateAdded
CVE-2013-2465,KEV,2022-03-28,KEV,dateAdded
CVE-2013-2551,KEV,2022-03-28,KEV,dateAdded
CVE-2013-2729,KEV,2022-03-28,KEV,dateAdded
CVE-2013-3660,KEV,2022-03-28,KEV,dateAdded
CVE-2015-1770,KEV,2022-03-28,KEV,dateAdded
CVE-2015-2419,KEV,2022-03-28,KEV,dateAdded
CVE-2015-2426,KEV,2022-03-28,KEV,dateAdded
CVE-2016-0040,KEV,2022-03-28,KEV,dateAdded
CVE-2016-0151,KEV,2022-03-28,KEV,dateAdded
CVE-2016-0189,KEV,2022-03-28,KEV,dateAdded
CVE-2016-7200,KEV,2022-03-28,KEV,dateAdded
CVE-2016-7201,KEV,2022-03-28,KEV,dateAdded
CVE-2017-0037,KEV,2022-03-28,KEV,dateAdded
CVE-2017-0059,KEV,2022-03-28,KEV,dateAdded
CVE-2017-0213,KEV,2022-03-28,KEV,dateAdded
CVE-2018-8405,KEV,2022-03-28,KEV,dateAdded
CVE-2018-8406,KEV,2022-03-28,KEV,dateAdded
CVE-2018-8440,KEV,2022-03-28,KEV,dateAdded
CVE-2019-7483,KEV,2022-03-28,KEV,dateAdded
CVE-2021-20028,KEV,2022-03-28,KEV,dateAdded
CVE-2021-26085,KEV,2022-03-28,KEV,dateAdded
CVE-2021-34486,KEV,2022-03-28,KEV,dateAdded
CVE-2021-38646,KEV,2022-03-28,KEV,dateAdded
CVE-2022-0543,KEV,2022-03-28,KEV,dateAdded
CVE-2022-1096,KEV,2022-03-28,KEV,dateAdded
CVE-2018-10561,KEV,2022-03-31,KEV,dateAdded
CVE-2018-10562,KEV,2022-03-31,KEV,dateAdded
CVE-2021-21551,KEV,2022-03-31,KEV,dateAdded
CVE-2021-28799,KEV,2022-03-31,KEV,dateAdded
CVE-2021-34484,KEV,2022-03-31,KEV,dateAdded
CVE-2022-1040,KEV,2022-03-31,KEV,dateAdded
CVE-2022-26871,KEV,2022-03-31,KEV,dateAdded
CVE-2021-45382,KEV,2022-04-04,KEV,dateAdded
CVE-2022-22674,KEV,2022-04-04,KEV,dateAdded
CVE-2022-22675,KEV,2022-04-04,KEV,dateAdded
CVE-2022-22965,KEV,2022-04-04,KEV,dateAdded
CVE-2017-0148,KEV,2022-04-06,KEV,dateAdded
CVE-2021-31166,KEV,2022-04-06,KEV,dateAdded
CVE-2021-3156,KEV,2022-04-06,KEV,dateAdded
CVE-2017-11317,KEV,2022-04-11,KEV,dateAdded
CVE-2020-2509,KEV,2022-04-11,KEV,dateAdded
CVE-2021-22600,KEV,2022-04-11,KEV,dateAdded
CVE-2021-27852,KEV,2022-04-11,KEV,dateAdded
CVE-2021-39793,KEV,2022-04-11,KEV,dateAdded
CVE-2021-42278,KEV,2022-04-11,KEV,dateAdded
CVE-2021-42287,KEV,2022-04-11,KEV,dateAdded
CVE-2022-23176,KEV,2022-04-11,KEV,dateAdded
CVE-2014-9163,KEV,2022-04-13,KEV,dateAdded
CVE-2015-0311,KEV,2022-04-13,KEV,dateAdded
CVE-2015-0313,KEV,2022-04-13,KEV,dateAdded
CVE-2015-2502,KEV,2022-04-13,KEV,dateAdded
CVE-2015-3113,KEV,2022-04-13,KEV,dateAdded
CVE-2015-5122,KEV,2022-04-13,KEV,dateAdded
CVE-2015-5123,KEV,2022-04-13,KEV,dateAdded
CVE-2018-20753,KEV,2022-04-13,KEV,dateAdded
CVE-2018-7602,KEV,2022-04-13,KEV,dateAdded
CVE-2022-24521,KEV,2022-04-13,KEV,dateAdded
CVE-2022-22954,KEV,2022-04-14,KEV,dateAdded
CVE-2007-3010,KEV,2022-04-15,KEV,dateAdded
CVE-2010-5330,KEV,2022-04-15,KEV,dateAdded
CVE-2014-0780,KEV,2022-04-15,KEV,dateAdded
CVE-2016-4523,KEV,2022-04-15,KEV,dateAdded
CVE-2018-7841,KEV,2022-04-15,KEV,dateAdded
CVE-2019-16057,KEV,2022-04-15,KEV,dateAdded
CVE-2019-3929,KEV,2022-04-15,KEV,dateAdded
CVE-2022-1364,KEV,2022-04-15,KEV,dateAdded
CVE-2022-22960,KEV,2022-04-15,KEV,dateAdded
CVE-2018-6882,KEV,2022-04-19,KEV,dateAdded
CVE-2019-3568,KEV,2022-04-19,KEV,dateAdded
CVE-2022-22718,KEV,2022-04-19,KEV,dateAdded
CVE-2019-1003029,KEV,2022-04-25,KEV,dateAdded
CVE-2021-40450,KEV,2022-04-25,KEV,dateAdded
CVE-2021-41357,KEV,2022-04-25,KEV,dateAdded
CVE-2022-0847,KEV,2022-04-25,KEV,dateAdded
CVE-2022-21919,KEV,2022-04-25,KEV,dateAdded
CVE-2022-26904,KEV,2022-04-25,KEV,dateAdded
CVE-2022-29464,KEV,2022-04-25,KEV,dateAdded
CVE-2014-0160,KEV,2022-05-04,KEV,dateAdded
CVE-2014-0322,KEV,2022-05-04,KEV,dateAdded
CVE-2014-4113,KEV,2022-05-04,KEV,dateAdded
CVE-2019-8506,KEV,2022-05-04,KEV,dateAdded
CVE-2021-1789,KEV,2022-05-04,KEV,dateAdded
CVE-2022-1388,KEV,2022-05-10,KEV,dateAdded
CVE-2022-22947,KEV,2022-05-16,KEV,dateAdded
CVE-2022-30525,KEV,2022-05-16,KEV,dateAdded
CVE-2018-5002,KEV,2022-05-23,KEV,dateAdded
CVE-2018-8589,KEV,2022-05-23,KEV,dateAdded
CVE-2019-0676,KEV,2022-05-23,KEV,dateAdded
CVE-2019-0703,KEV,2022-05-23,KEV,dateAdded
CVE-2019-0880,KEV,2022-05-23,KEV,dateAdded
CVE-2019-1130,KEV,2022-05-23,KEV,dateAdded
CVE-2019-11707,KEV,2022-05-23,KEV,dateAdded
CVE-2019-11708,KEV,2022-05-23,KEV,dateAdded
CVE-2019-13720,KEV,2022-05-23,KEV,dateAdded
CVE-2019-1385,KEV,2022-05-23,KEV,dateAdded
CVE-2019-18426,KEV,2022-05-23,KEV,dateAdded
CVE-2019-5786,KEV,2022-05-23,KEV,dateAdded
CVE-2019-7286,KEV,2022-05-23,KEV,dateAdded
CVE-2019-7287,KEV,2022-05-23,KEV,dateAdded
CVE-2019-8720,KEV,2022-05-23,KEV,dateAdded
CVE-2020-0638,KEV,2022-05-23,KEV,dateAdded
CVE-2020-1027,KEV,2022-05-23,KEV,dateAdded
CVE-2021-0920,KEV,2022-05-23,KEV,dateAdded
CVE-2021-1048,KEV,2022-05-23,KEV,dateAdded
CVE-2021-30883,KEV,2022-05-23,KEV,dateAdded
CVE-2022-20821,KEV,2022-05-23,KEV,dateAdded
CVE-2016-0162,KEV,2022-05-24,KEV,dateAdded
CVE-2016-3298,KEV,2022-05-24,KEV,dateAdded
CVE-2016-3351,KEV,2022-05-24,KEV,dateAdded
CVE-2016-4655,KEV,2022-05-24,KEV,dateAdded
CVE-2016-4656,KEV,2022-05-24,KEV,dateAdded
CVE-2016-4657,KEV,2022-05-24,KEV,dateAdded
CVE-2016-6366,KEV,2022-05-24,KEV,dateAdded
CVE-2016-6367,KEV,2022-05-24,KEV,dateAdded
CVE-2017-0005,KEV,2022-05-24,KEV,dateAdded
CVE-2017-0022,KEV,2022-05-24,KEV,dateAdded
CVE-2017-0147,KEV,2022-05-24,KEV,dateAdded
CVE-2017-0149,KEV,2022-05-24,KEV,dateAdded
CVE-2017-0210,KEV,2022-05-24,KEV,dateAdded
CVE-2017-18362,KEV,2022-05-24,KEV,dateAdded
CVE-2017-8291,KEV,2022-05-24,KEV,dateAdded
CVE-2017-8543,KEV,2022-05-24,KEV,dateAdded
CVE-2018-19943,KEV,2022-05-24,KEV,dateAdded
CVE-2018-19949,KEV,2022-05-24,KEV,dateAdded
CVE-2018-19953,KEV,2022-05-24,KEV,dateAdded
CVE-2018-8611,KEV,2022-05-24,KEV,dateAdded
CVE-2010-0738,KEV,2022-05-25,KEV,dateAdded
CVE-2010-0840,KEV,2022-05-25,KEV,dateAdded
CVE-2010-1428,KEV,2022-05-25,KEV,dateAdded
CVE-2012-1710,KEV,2022-05-25,KEV,dateAdded
CVE-2013-0074,KEV,2022-05-25,KEV,dateAdded
CVE-2013-0422,KEV,2022-05-25,KEV,dateAdded
CVE-2013-0431,KEV,2022-05-25,KEV,dateAdded
CVE-2013-2423,KEV,2022-05-25,KEV,dateAdded
CVE-2013-3896,KEV,2022-05-25,KEV,dateAdded
CVE-2013-3993,KEV,2022-05-25,KEV,dateAdded
CVE-2013-7331,KEV,2022-05-25,KEV,dateAdded
CVE-2014-0546,KEV,2022-05-25,KEV,dateAdded
CVE-2014-2817,KEV,2022-05-25,KEV,dateAdded
CVE-2014-3153,KEV,2022-05-25,KEV,dateAdded
CVE-2014-4077,KEV,2022-05-25,KEV,dateAdded
CVE-2014-4123,KEV,2022-05-25,KEV,dateAdded
CVE-2014-4148,KEV,2022-05-25,KEV,dateAdded
CVE-2014-8439,KEV,2022-05-25,KEV,dateAdded
CVE-2015-0016,KEV,2022-05-25,KEV,dateAdded
CVE-2015-0071,KEV,2022-05-25,KEV,dateAdded
CVE-2015-0310,KEV,2022-05-25,KEV,dateAdded
CVE-2015-1671,KEV,2022-05-25,KEV,dateAdded
CVE-2015-1769,KEV,2022-05-25,KEV,dateAdded
CVE-2015-2360,KEV,2022-05-25,KEV,dateAdded
CVE-2015-2425,KEV,2022-05-25,KEV,dateAdded
CVE-2015-4495,KEV,2022-05-25,KEV,dateAdded
CVE-2015-6175,KEV,2022-05-25,KEV,dateAdded
CVE-2015-8651,KEV,2022-05-25,KEV,dateAdded
CVE-2016-0034,KEV,2022-05-25,KEV,dateAdded
CVE-2016-0984,KEV,2022-05-25,KEV,dateAdded
CVE-2016-1010,KEV,2022-05-25,KEV,dateAdded
CVE-2016-3393,KEV,2022-05-25,KEV,dateAdded
CVE-2016-7256,KEV,2022-05-25,KEV,dateAdded
CVE-2019-3010,KEV,2022-05-25,KEV,dateAdded
CVE-2022-26134,KEV,2022-06-02,KEV,dateAdded
CVE-2006-2492,KEV,2022-06-08,KEV,dateAdded
CVE-2007-5659,KEV,2022-06-08,KEV,dateAdded
CVE-2008-0655,KEV,2022-06-08,KEV,dateAdded
CVE-2009-0557,KEV,2022-06-08,KEV,dateAdded
CVE-2009-0563,KEV,2022-06-08,KEV,dateAdded
CVE-2009-1862,KEV,2022-06-08,KEV,dateAdded
CVE-2009-3953,KEV,2022-06-08,KEV,dateAdded
CVE-2009-4324,KEV,2022-06-08,KEV,dateAdded
CVE-2010-1297,KEV,2022-06-08,KEV,dateAdded
CVE-2010-2572,KEV,2022-06-08,KEV,dateAdded
CVE-2010-2883,KEV,2022-06-08,KEV,dateAdded
CVE-2011-0609,KEV,2022-06-08,KEV,dateAdded
CVE-2011-2462,KEV,2022-06-08,KEV,dateAdded
CVE-2012-0151,KEV,2022-06-08,KEV,dateAdded
CVE-2012-0754,KEV,2022-06-08,KEV,dateAdded
CVE-2012-0767,KEV,2022-06-08,KEV,dateAdded
CVE-2012-1889,KEV,2022-06-08,KEV,dateAdded
CVE-2012-4969,KEV,2022-06-08,KEV,dateAdded
CVE-2012-5054,KEV,2022-06-08,KEV,dateAdded
CVE-2013-1331,KEV,2022-06-08,KEV,dateAdded
CVE-2016-1646,KEV,2022-06-08,KEV,dateAdded
CVE-2016-5198,KEV,2022-06-08,KEV,dateAdded
CVE-2017-5030,KEV,2022-06-08,KEV,dateAdded
CVE-2017-5070,KEV,2022-06-08,KEV,dateAdded
CVE-2017-6862,KEV,2022-06-08,KEV,dateAdded
CVE-2018-17463,KEV,2022-06-08,KEV,dateAdded
CVE-2018-17480,KEV,2022-06-08,KEV,dateAdded
CVE-2018-4990,KEV,2022-06-08,KEV,dateAdded
CVE-2018-6065,KEV,2022-06-08,KEV,dateAdded
CVE-2019-15271,KEV,2022-06-08,KEV,dateAdded
CVE-2019-5825,KEV,2022-06-08,KEV,dateAdded
CVE-2019-7192,KEV,2022-06-08,KEV,dateAdded
CVE-2019-7193,KEV,2022-06-08,KEV,dateAdded
CVE-2019-7194,KEV,2022-06-08,KEV,dateAdded
CVE-2019-7195,KEV,2022-06-08,KEV,dateAdded
CVE-2016-2386,KEV,2022-06-09,KEV,dateAdded
CVE-2016-2388,KEV,2022-06-09,KEV,dateAdded
CVE-2021-38163,KEV,2022-06-09,KEV,dateAdded
CVE-2022-30190,KEV,2022-06-14,KEV,dateAdded
CVE-2018-4344,KEV,2022-06-27,KEV,dateAdded
CVE-2019-8605,KEV,2022-06-27,KEV,dateAdded
CVE-2020-3837,KEV,2022-06-27,KEV,dateAdded
CVE-2020-9907,KEV,2022-06-27,KEV,dateAdded
CVE-2021-30533,KEV,2022-06-27,KEV,dateAdded
CVE-2021-30983,KEV,2022-06-27,KEV,dateAdded
CVE-2021-4034,KEV,2022-06-27,KEV,dateAdded
CVE-2022-29499,KEV,2022-06-27,KEV,dateAdded
CVE-2022-26925,KEV,2022-07-01,KEV,dateAdded
CVE-2022-22047,KEV,2022-07-12,KEV,dateAdded
CVE-2022-26138,KEV,2022-07-29,KEV,dateAdded
CVE-2022-27924,KEV,2022-08-04,KEV,dateAdded
CVE-2022-30333,KEV,2022-08-09,KEV,dateAdded
CVE-2022-34713,KEV,2022-08-09,KEV,dateAdded
CVE-2022-27925,KEV,2022-08-11,KEV,dateAdded
CVE-2022-37042,KEV,2022-08-11,KEV,dateAdded
CVE-2017-15944,KEV,2022-08-18,KEV,dateAdded
CVE-2022-21971,KEV,2022-08-18,KEV,dateAdded
CVE-2022-22536,KEV,2022-08-18,KEV,dateAdded
CVE-2022-26923,KEV,2022-08-18,KEV,dateAdded
CVE-2022-2856,KEV,2022-08-18,KEV,dateAdded
CVE-2022-32893,KEV,2022-08-18,KEV,dateAdded
CVE-2022-32894,KEV,2022-08-18,KEV,dateAdded
CVE-2022-0028,KEV,2022-08-22,KEV,dateAdded
CVE-2020-28949,KEV,2022-08-25,KEV,dateAdded
CVE-2020-36193,KEV,2022-08-25,KEV,dateAdded
CVE-2021-31010,KEV,2022-08-25,KEV,dateAdded
CVE-2021-38406,KEV,2022-08-25,KEV,dateAdded
CVE-2021-39226,KEV,2022-08-25,KEV,dateAdded
CVE-2022-2294,KEV,2022-08-25,KEV,dateAdded
CVE-2022-22963,KEV,2022-08-25,KEV,dateAdded
CVE-2022-24112,KEV,2022-08-25,KEV,dateAdded
CVE-2022-24706,KEV,2022-08-25,KEV,dateAdded
CVE-2022-26352,KEV,2022-08-25,KEV,dateAdded
CVE-2011-1823,KEV,2022-09-08,KEV,dateAdded
CVE-2011-4723,KEV,2022-09-08,KEV,dateAdded
CVE-2017-5521,KEV,2022-09-08,KEV,dateAdded
CVE-2018-13374,KEV,2022-09-08,KEV,dateAdded
CVE-2018-2628,KEV,2022-09-08,KEV,dateAdded
CVE-2018-6530,KEV,2022-09-08,KEV,dateAdded
CVE-2018-7445,KEV,2022-09-08,KEV,dateAdded
CVE-2020-9934,KEV,2022-09-08,KEV,dateAdded
CVE-2022-26258,KEV,2022-09-08,KEV,dateAdded
CVE-2022-27593,KEV,2022-09-08,KEV,dateAdded
CVE-2022-3075,KEV,2022-09-08,KEV,dateAdded
CVE-2022-32917,KEV,2022-09-14,KEV,dateAdded
CVE-2022-37969,KEV,2022-09-14,KEV,dateAdded
CVE-2010-2568,KEV,2022-09-15,KEV,dateAdded
CVE-2013-2094,KEV,2022-09-15,KEV,dateAdded
CVE-2013-2596,KEV,2022-09-15,KEV,dateAdded
CVE-2013-2597,KEV,2022-09-15,KEV,dateAdded
CVE-2013-6282,KEV,2022-09-15,KEV,dateAdded
CVE-2022-40139,KEV,2022-09-15,KEV,dateAdded
CVE-2022-35405,KEV,2022-09-22,KEV,dateAdded
CVE-2022-3236,KEV,2022-09-23,KEV,dateAdded
CVE-2022-36804,KEV,2022-09-30,KEV,dateAdded
CVE-2022-41040,KEV,2022-09-30,KEV,dateAdded
CVE-2022-41082,KEV,2022-09-30,KEV,dateAdded
CVE-2022-40684,KEV,2022-10-11,KEV,dateAdded
CVE-2022-41033,KEV,2022-10-11,KEV,dateAdded
CVE-2021-3493,KEV,2022-10-20,KEV,dateAdded
CVE-2022-41352,KEV,2022-10-20,KEV,dateAdded
CVE-2018-19320,KEV,2022-10-24,KEV,dateAdded
CVE-2018-19321,KEV,2022-10-24,KEV,dateAdded
CVE-2018-19322,KEV,2022-10-24,KEV,dateAdded
CVE-2018-19323,KEV,2022-10-24,KEV,dateAdded
CVE-2020-3153,KEV,2022-10-24,KEV,dateAdded
CVE-2020-3433,KEV,2022-10-24,KEV,dateAdded
CVE-2022-42827,KEV,2022-10-25,KEV,dateAdded
CVE-2022-3723,KEV,2022-10-28,KEV,dateAdded
CVE-2021-25337,KEV,2022-11-08,KEV,dateAdded
CVE-2021-25369,KEV,2022-11-08,KEV,dateAdded
CVE-2021-25370,KEV,2022-11-08,KEV,dateAdded
CVE-2022-41073,KEV,2022-11-08,KEV,dateAdded
CVE-2022-41091,KEV,2022-11-08,KEV,dateAdded
CVE-2022-41125,KEV,2022-11-08,KEV,dateAdded
CVE-2022-41128,KEV,2022-11-08,KEV,dateAdded
CVE-2022-41049,KEV,2022-11-14,KEV,dateAdded
CVE-2021-35587,KEV,2022-11-28,KEV,dateAdded
CVE-2022-4135,KEV,2022-11-28,KEV,dateAdded
CVE-2022-4262,KEV,2022-12-05,KEV,dateAdded
CVE-2022-26500,KEV,2022-12-13,KEV,dateAdded
CVE-2022-26501,KEV,2022-12-13,KEV,dateAdded
CVE-2022-27518,KEV,2022-12-13,KEV,dateAdded
CVE-2022-42475,KEV,2022-12-13,KEV,dateAdded
CVE-2022-44698,KEV,2022-12-13,KEV,dateAdded
CVE-2022-42856,KEV,2022-12-14,KEV,dateAdded
CVE-2018-18809,KEV,2022-12-29,KEV,dateAdded
CVE-2018-5430,KEV,2022-12-29,KEV,dateAdded
CVE-2022-41080,KEV,2023-01-10,KEV,dateAdded
CVE-2023-21674,KEV,2023-01-10,KEV,dateAdded
CVE-2022-44877,KEV,2023-01-17,KEV,dateAdded
CVE-2022-47966,KEV,2023-01-23,KEV,dateAdded
CVE-2017-11357,KEV,2023-01-26,KEV,dateAdded
CVE-2022-21587,KEV,2023-02-02,KEV,dateAdded
CVE-2023-22952,KEV,2023-02-02,KEV,dateAdded
CVE-2015-2291,KEV,2023-02-10,KEV,dateAdded
CVE-2022-24990,KEV,2023-02-10,KEV,dateAdded
CVE-2023-0669,KEV,2023-02-10,KEV,dateAdded
CVE-2023-21715,KEV,2023-02-14,KEV,dateAdded
CVE-2023-21823,KEV,2023-02-14,KEV,dateAdded
CVE-2023-23376,KEV,2023-02-14,KEV,dateAdded
CVE-2023-23529,KEV,2023-02-14,KEV,dateAdded
CVE-2022-46169,KEV,2023-02-16,KEV,dateAdded
CVE-2022-40765,KEV,2023-02-21,KEV,dateAdded
CVE-2022-41223,KEV,2023-02-21,KEV,dateAdded
CVE-2022-47986,KEV,2023-02-21,KEV,dateAdded
CVE-2022-36537,KEV,2023-02-27,KEV,dateAdded
CVE-2022-28810,KEV,2023-03-07,KEV,dateAdded
CVE-2022-33891,KEV,2023-03-07,KEV,dateAdded
CVE-2022-35914,KEV,2023-03-07,KEV,dateAdded
CVE-2020-5741,KEV,2023-03-10,KEV,dateAdded
CVE-2021-39144,KEV,2023-03-10,KEV,dateAdded
CVE-2022-41328,KEV,2023-03-14,KEV,dateAdded
CVE-2023-23397,KEV,2023-03-14,KEV,dateAdded
CVE-2023-24880,KEV,2023-03-14,KEV,dateAdded
CVE-2023-26360,KEV,2023-03-15,KEV,dateAdded
CVE-2013-3163,KEV,2023-03-30,KEV,dateAdded
CVE-2017-7494,KEV,2023-03-30,KEV,dateAdded
CVE-2021-30900,KEV,2023-03-30,KEV,dateAdded
CVE-2022-22706,KEV,2023-03-30,KEV,dateAdded
