cve,event_type,event_date,source,raw_date_field
CVE-2022-3038,KEV,2023-03-30,KEV,dateAdded
CVE-2022-38181,KEV,2023-03-30,KEV,dateAdded
CVE-2022-39197,KEV,2023-03-30,KEV,dateAdded
CVE-2022-42948,KEV,2023-03-30,KEV,dateAdded
CVE-2023-0266,KEV,2023-03-30,KEV,dateAdded
CVE-2022-27926,KEV,2023-04-03,KEV,dateAdded
CVE-2019-1388,KEV,2023-04-07,KEV,dateAdded
CVE-2021-27876,KEV,2023-04-07,KEV,dateAdded
CVE-2021-27877,KEV,2023-04-07,KEV,dateAdded
CVE-2021-27878,KEV,2023-04-07,KEV,dateAdded
CVE-2023-26083,KEV,2023-04-07,KEV,dateAdded
CVE-2023-28205,KEV,2023-04-10,KEV,dateAdded
CVE-2023-28206,KEV,2023-04-10,KEV,dateAdded
CVE-2023-28252,KEV,2023-04-11,KEV,dateAdded
CVE-2023-20963,KEV,2023-04-13,KEV,dateAdded
CVE-2023-29492,KEV,2023-04-13,KEV,dateAdded
CVE-2019-8526,KEV,2023-04-17,KEV,dateAdded
CVE-2023-2033,KEV,2023-04-17,KEV,dateAdded
CVE-2017-6742,KEV,2023-04-19,KEV,dateAdded
CVE-2023-2136,KEV,2023-04-21,KEV,dateAdded
CVE-2023-27350,KEV,2023-04-21,KEV,dateAdded
CVE-2023-28432,KEV,2023-04-21,KEV,dateAdded
CVE-2021-45046,KEV,2023-05-01,KEV,dateAdded
CVE-2023-1389,KEV,2023-05-01,KEV,dateAdded
CVE-2023-21839,KEV,2023-05-01,KEV,dateAdded
CVE-2023-29336,KEV,2023-05-09,KEV,dateAdded
CVE-2010-3904,KEV,2023-05-12,KEV,dateAdded
CVE-2014-0196,KEV,2023-05-12,KEV,dateAdded
CVE-2015-5317,KEV,2023-05-12,KEV,dateAdded
CVE-2016-3427,KEV,2023-05-12,KEV,dateAdded
CVE-2016-8735,KEV,2023-05-12,KEV,dateAdded
CVE-2021-3560,KEV,2023-05-12,KEV,dateAdded
CVE-2023-25717,KEV,2023-05-12,KEV,dateAdded
CVE-2004-1464,KEV,2023-05-19,KEV,dateAdded
CVE-2016-6415,KEV,2023-05-19,KEV,dateAdded
CVE-2023-21492,KEV,2023-05-19,KEV,dateAdded
CVE-2023-28204,KEV,2023-05-22,KEV,dateAdded
CVE-2023-32373,KEV,2023-05-22,KEV,dateAdded
CVE-2023-32409,KEV,2023-05-22,KEV,dateAdded
CVE-2023-2868,KEV,2023-05-26,KEV,dateAdded
CVE-2023-28771,KEV,2023-05-31,KEV,dateAdded
CVE-2023-34362,KEV,2023-06-02,KEV,dateAdded
CVE-2023-33009,KEV,2023-06-05,KEV,dateAdded
CVE-2023-33010,KEV,2023-06-05,KEV,dateAdded
CVE-2023-3079,KEV,2023-06-07,KEV,dateAdded
CVE-2023-27997,KEV,2023-06-13,KEV,dateAdded
CVE-2016-0165,KEV,2023-06-22,KEV,dateAdded
CVE-2016-9079,KEV,2023-06-22,KEV,dateAdded
CVE-2020-12641,KEV,2023-06-22,KEV,dateAdded
CVE-2020-35730,KEV,2023-06-22,KEV,dateAdded
CVE-2021-44026,KEV,2023-06-22,KEV,dateAdded
CVE-2023-20887,KEV,2023-06-22,KEV,dateAdded
CVE-2023-20867,KEV,2023-06-23,KEV,dateAdded
CVE-2023-27992,KEV,2023-06-23,KEV,dateAdded
CVE-2023-32434,KEV,2023-06-23,KEV,dateAdded
CVE-2023-32435,KEV,2023-06-23,KEV,dateAdded
CVE-2023-32439,KEV,2023-06-23,KEV,dateAdded
CVE-2019-17621,KEV,2023-06-29,KEV,dateAdded
CVE-2019-20500,KEV,2023-06-29,KEV,dateAdded
CVE-2021-25371,KEV,2023-06-29,KEV,dateAdded
CVE-2021-25372,KEV,2023-06-29,KEV,dateAdded
CVE-2021-25394,KEV,2023-06-29,KEV,dateAdded
CVE-2021-25395,KEV,2023-06-29,KEV,dateAdded
CVE-2021-25487,KEV,2023-06-29,KEV,dateAdded
CVE-2021-25489,KEV,2023-06-29,KEV,dateAdded
CVE-2021-29256,KEV,2023-07-07,KEV,dateAdded
CVE-2022-31199,KEV,2023-07-11,KEV,dateAdded
CVE-2023-32046,KEV,2023-07-11,KEV,dateAdded
CVE-2023-32049,KEV,2023-07-11,KEV,dateAdded
CVE-2023-35311,KEV,2023-07-11,KEV,dateAdded
CVE-2023-36874,KEV,2023-07-11,KEV,dateAdded
CVE-2022-29303,KEV,2023-07-13,KEV,dateAdded
CVE-2023-37450,KEV,2023-07-13,KEV,dateAdded
CVE-2023-36884,KEV,2023-07-17,KEV,dateAdded
CVE-2023-3519,KEV,2023-07-19,KEV,dateAdded
CVE-2023-29298,KEV,2023-07-20,KEV,dateAdded
CVE-2023-38205,KEV,2023-07-20,KEV,dateAdded
CVE-2023-35078,KEV,2023-07-25,KEV,dateAdded
CVE-2023-38606,KEV,2023-07-26,KEV,dateAdded
CVE-2023-37580,KEV,2023-07-27,KEV,dateAdded
CVE-2023-35081,KEV,2023-07-31,KEV,dateAdded
CVE-2017-18368,KEV,2023-08-07,KEV,dateAdded
CVE-2023-38180,KEV,2023-08-09,KEV,dateAdded
CVE-2023-24489,KEV,2023-08-16,KEV,dateAdded
CVE-2023-26359,KEV,2023-08-21,KEV,dateAdded
CVE-2023-27532,KEV,2023-08-22,KEV,dateAdded
CVE-2023-38035,KEV,2023-08-22,KEV,dateAdded
CVE-2023-32315,KEV,2023-08-24,KEV,dateAdded
CVE-2023-38831,KEV,2023-08-24,KEV,dateAdded
CVE-2023-33246,KEV,2023-09-06,KEV,dateAdded
CVE-2023-41061,KEV,2023-09-11,KEV,dateAdded
CVE-2023-41064,KEV,2023-09-11,KEV,dateAdded
CVE-2023-36761,KEV,2023-09-12,KEV,dateAdded
CVE-2023-36802,KEV,2023-09-12,KEV,dateAdded
CVE-2023-20269,KEV,2023-09-13,KEV,dateAdded
CVE-2023-35674,KEV,2023-09-13,KEV,dateAdded
CVE-2023-4863,KEV,2023-09-13,KEV,dateAdded
CVE-2023-26369,KEV,2023-09-14,KEV,dateAdded
CVE-2014-8361,KEV,2023-09-18,KEV,dateAdded
CVE-2017-6884,KEV,2023-09-18,KEV,dateAdded
CVE-2021-3129,KEV,2023-09-18,KEV,dateAdded
CVE-2022-22265,KEV,2023-09-18,KEV,dateAdded
CVE-2023-28434,KEV,2023-09-19,KEV,dateAdded
CVE-2023-41179,KEV,2023-09-21,KEV,dateAdded
CVE-2023-41991,KEV,2023-09-25,KEV,dateAdded
CVE-2023-41992,KEV,2023-09-25,KEV,dateAdded
CVE-2023-41993,KEV,2023-09-25,KEV,dateAdded
CVE-2018-14667,KEV,2023-09-28,KEV,dateAdded
CVE-2023-5217,KEV,2023-10-02,KEV,dateAdded
CVE-2023-4211,KEV,2023-10-03,KEV,dateAdded
CVE-2023-28229,KEV,2023-10-04,KEV,dateAdded
CVE-2023-42793,KEV,2023-10-04,KEV,dateAdded
CVE-2023-22515,KEV,2023-10-05,KEV,dateAdded
CVE-2023-40044,KEV,2023-10-05,KEV,dateAdded
CVE-2023-42824,KEV,2023-10-05,KEV,dateAdded
CVE-2023-20109,KEV,2023-10-10,KEV,dateAdded
CVE-2023-21608,KEV,2023-10-10,KEV,dateAdded
CVE-2023-36563,KEV,2023-10-10,KEV,dateAdded
CVE-2023-41763,KEV,2023-10-10,KEV,dateAdded
CVE-2023-44487,KEV,2023-10-10,KEV,dateAdded
CVE-2023-20198,KEV,2023-10-16,KEV,dateAdded
CVE-2023-4966,KEV,2023-10-18,KEV,dateAdded
CVE-2023-20273,KEV,2023-10-23,KEV,dateAdded
CVE-2023-5631,KEV,2023-10-26,KEV,dateAdded
CVE-2023-46747,KEV,2023-10-31,KEV,dateAdded
CVE-2023-46748,KEV,2023-10-31,KEV,dateAdded
CVE-2023-46604,KEV,2023-11-02,KEV,dateAdded
CVE-2023-22518,KEV,2023-11-07,KEV,dateAdded
CVE-2023-29552,KEV,2023-11-08,KEV,dateAdded
CVE-2023-36844,KEV,2023-11-13,KEV,dateAdded
CVE-2023-36845,KEV,2023-11-13,KEV,dateAdded
CVE-2023-36846,KEV,2023-11-13,KEV,dateAdded
CVE-2023-36847,KEV,2023-11-13,KEV,dateAdded
CVE-2023-36851,KEV,2023-11-13,KEV,dateAdded
CVE-2023-47246,KEV,2023-11-13,KEV,dateAdded
CVE-2023-36025,KEV,2023-11-14,KEV,dateAdded
CVE-2023-36033,KEV,2023-11-14,KEV,dateAdded
CVE-2023-36036,KEV,2023-11-14,KEV,dateAdded
CVE-2020-2551,KEV,2023-11-16,KEV,dateAdded
CVE-2023-1671,KEV,2023-11-16,KEV,dateAdded
CVE-2023-36584,KEV,2023-11-16,KEV,dateAdded
CVE-2023-4911,KEV,2023-11-21,KEV,dateAdded
CVE-2023-49103,KEV,2023-11-30,KEV,dateAdded
CVE-2023-6345,KEV,2023-11-30,KEV,dateAdded
CVE-2023-42916,KEV,2023-12-04,KEV,dateAdded
CVE-2023-42917,KEV,2023-12-04,KEV,dateAdded
CVE-2022-22071,KEV,2023-12-05,KEV,dateAdded
CVE-2023-33063,KEV,2023-12-05,KEV,dateAdded
CVE-2023-33106,KEV,2023-12-05,KEV,dateAdded
CVE-2023-33107,KEV,2023-12-05,KEV,dateAdded
CVE-2023-41265,KEV,2023-12-07,KEV,dateAdded
CVE-2023-41266,KEV,2023-12-07,KEV,dateAdded
CVE-2023-6448,KEV,2023-12-11,KEV,dateAdded
CVE-2023-47565,KEV,2023-12-21,KEV,dateAdded
CVE-2023-49897,KEV,2023-12-21,KEV,dateAdded
CVE-2023-7024,KEV,2024-01-02,KEV,dateAdded
CVE-2023-7101,KEV,2024-01-02,KEV,dateAdded
CVE-2016-20017,KEV,2024-01-08,KEV,dateAdded
CVE-2023-23752,KEV,2024-01-08,KEV,dateAdded
CVE-2023-27524,KEV,2024-01-08,KEV,dateAdded
CVE-2023-29300,KEV,2024-01-08,KEV,dateAdded
CVE-2023-38203,KEV,2024-01-08,KEV,dateAdded
CVE-2023-41990,KEV,2024-01-08,KEV,dateAdded
CVE-2023-29357,KEV,2024-01-10,KEV,dateAdded
CVE-2023-46805,KEV,2024-01-10,KEV,dateAdded
CVE-2024-21887,KEV,2024-01-10,KEV,dateAdded
CVE-2018-15133,KEV,2024-01-16,KEV,dateAdded
CVE-2023-6548,KEV,2024-01-17,KEV,dateAdded
CVE-2023-6549,KEV,2024-01-17,KEV,dateAdded
CVE-2024-0519,KEV,2024-01-17,KEV,dateAdded
CVE-2023-35082,KEV,2024-01-18,KEV,dateAdded
CVE-2023-34048,KEV,2024-01-22,KEV,dateAdded
CVE-2024-23222,KEV,2024-01-23,KEV,dateAdded
CVE-2023-22527,KEV,2024-01-24,KEV,dateAdded
CVE-2022-48618,KEV,2024-01-31,KEV,dateAdded
CVE-2024-21893,KEV,2024-01-31,KEV,dateAdded
CVE-2023-4762,KEV,2024-02-06,KEV,dateAdded
CVE-2024-21762,KEV,2024-02-09,KEV,dateAdded
CVE-2023-43770,KEV,2024-02-12,KEV,dateAdded
CVE-2024-21351,KEV,2024-02-13,KEV,dateAdded
CVE-2024-21412,KEV,2024-02-13,KEV,dateAdded
CVE-2020-3259,KEV,2024-02-15,KEV,dateAdded
CVE-2024-21410,KEV,2024-02-15,KEV,dateAdded
CVE-2024-1709,KEV,2024-02-22,KEV,dateAdded
CVE-2023-29360,KEV,2024-02-29,KEV,dateAdded
CVE-2024-21338,KEV,2024-03-04,KEV,dateAdded
CVE-2021-36380,KEV,2024-03-05,KEV,dateAdded
CVE-2023-21237,KEV,2024-03-05,KEV,dateAdded
CVE-2024-23225,KEV,2024-03-06,KEV,dateAdded
CVE-2024-23296,KEV,2024-03-06,KEV,dateAdded
CVE-2024-27198,KEV,2024-03-07,KEV,dateAdded
CVE-2019-7256,KEV,2024-03-25,KEV,dateAdded
CVE-2021-44529,KEV,2024-03-25,KEV,dateAdded
CVE-2023-48788,KEV,2024-03-25,KEV,dateAdded
CVE-2023-24955,KEV,2024-03-26,KEV,dateAdded
CVE-2024-29745,KEV,2024-04-04,KEV,dateAdded
CVE-2024-29748,KEV,2024-04-04,KEV,dateAdded
CVE-2024-3272,KEV,2024-04-11,KEV,dateAdded
CVE-2024-3273,KEV,2024-04-11,KEV,dateAdded
CVE-2024-3400,KEV,2024-04-12,KEV,dateAdded
CVE-2022-38028,KEV,2024-04-23,KEV,dateAdded
CVE-2024-20353,KEV,2024-04-24,KEV,dateAdded
CVE-2024-20359,KEV,2024-04-24,KEV,dateAdded
CVE-2024-4040,KEV,2024-04-24,KEV,dateAdded
CVE-2024-29988,KEV,2024-04-30,KEV,dateAdded
CVE-2023-7028,KEV,2024-05-01,KEV,dateAdded
CVE-2024-4671,KEV,2024-05-13,KEV,dateAdded
CVE-2024-30040,KEV,2024-05-14,KEV,dateAdded
CVE-2024-30051,KEV,2024-05-14,KEV,dateAdded
CVE-2014-100005,KEV,2024-05-16,KEV,dateAdded
CVE-2021-40655,KEV,2024-05-16,KEV,dateAdded
CVE-2024-4761,KEV,2024-05-16,KEV,dateAdded
CVE-2023-43208,KEV,2024-05-20,KEV,dateAdded
CVE-2024-4947,KEV,2024-05-20,KEV,dateAdded
CVE-2020-17519,KEV,2024-05-23,KEV,dateAdded
CVE-2024-5274,KEV,2024-05-28,KEV,dateAdded
CVE-2024-4978,KEV,2024-05-29,KEV,dateAdded
CVE-2024-1086,KEV,2024-05-30,KEV,dateAdded
CVE-2024-24919,KEV,2024-05-30,KEV,dateAdded
CVE-2017-3506,KEV,2024-06-03,KEV,dateAdded
CVE-2024-4577,KEV,2024-06-12,KEV,dateAdded
CVE-2024-4610,KEV,2024-06-12,KEV,dateAdded
CVE-2024-26169,KEV,2024-06-13,KEV,dateAdded
CVE-2024-32896,KEV,2024-06-13,KEV,dateAdded
CVE-2024-4358,KEV,2024-06-13,KEV,dateAdded
CVE-2020-13965,KEV,2024-06-26,KEV,dateAdded
CVE-2022-24816,KEV,2024-06-26,KEV,dateAdded
CVE-2022-2586,KEV,2024-06-26,KEV,dateAdded
CVE-2024-20399,KEV,2024-07-02,KEV,dateAdded
CVE-2024-23692,KEV,2024-07-09,KEV,dateAdded
CVE-2024-38080,KEV,2024-07-09,KEV,dateAdded
CVE-2024-38112,KEV,2024-07-09,KEV,dateAdded
CVE-2024-36401,KEV,2024-07-15,KEV,dateAdded
CVE-2022-22948,KEV,2024-07-17,KEV,dateAdded
CVE-2024-28995,KEV,2024-07-17,KEV,dateAdded
CVE-2024-34102,KEV,2024-07-17,KEV,dateAdded
CVE-2012-4792,KEV,2024-07-23,KEV,dateAdded
CVE-2024-39891,KEV,2024-07-23,KEV,dateAdded
CVE-2023-45249,KEV,2024-07-29,KEV,dateAdded
CVE-2024-4879,KEV,2024-07-29,KEV,dateAdded
CVE-2024-5217,KEV,2024-07-29,KEV,dateAdded
CVE-2024-37085,KEV,2024-07-30,KEV,dateAdded
CVE-2018-0824,KEV,2024-08-05,KEV,dateAdded
CVE-2024-32113,KEV,2024-08-07,KEV,dateAdded
CVE-2024-36971,KEV,2024-08-07,KEV,dateAdded
CVE-2024-38106,KEV,2024-08-13,KEV,dateAdded
CVE-2024-38107,KEV,2024-08-13,KEV,dateAdded
CVE-2024-38178,KEV,2024-08-13,KEV,dateAdded
CVE-2024-38189,KEV,2024-08-13,KEV,dateAdded
CVE-2024-38193,KEV,2024-08-13,KEV,dateAdded
CVE-2024-38213,KEV,2024-08-13,KEV,dateAdded
CVE-2024-28986,KEV,2024-08-15,KEV,dateAdded
CVE-2024-23897,KEV,2024-08-19,KEV,dateAdded
CVE-2021-31196,KEV,2024-08-21,KEV,dateAdded
CVE-2021-33044,KEV,2024-08-21,KEV,dateAdded
CVE-2021-33045,KEV,2024-08-21,KEV,dateAdded
CVE-2022-0185,KEV,2024-08-21,KEV,dateAdded
CVE-2024-39717,KEV,2024-08-23,KEV,dateAdded
CVE-2024-7971,KEV,2024-08-26,KEV,dateAdded
CVE-2024-38856,KEV,2024-08-27,KEV,dateAdded
CVE-2024-7965,KEV,2024-08-28,KEV,dateAdded
CVE-2021-20123,KEV,2024-09-03,KEV,dateAdded
CVE-2021-20124,KEV,2024-09-03,KEV,dateAdded
CVE-2024-7262,KEV,2024-09-03,KEV,dateAdded
CVE-2016-3714,KEV,2024-09-09,KEV,dateAdded
CVE-2017-1000253,KEV,2024-09-09,KEV,dateAdded
CVE-2024-40766,KEV,2024-09-09,KEV,dateAdded
CVE-2024-38014,KEV,2024-09-10,KEV,dateAdded
CVE-2024-38217,KEV,2024-09-10,KEV,dateAdded
CVE-2024-38226,KEV,2024-09-10,KEV,dateAdded
CVE-2024-8190,KEV,2024-09-13,KEV,dateAdded
CVE-2024-43461,KEV,2024-09-16,KEV,dateAdded
CVE-2024-6670,KEV,2024-09-16,KEV,dateAdded
CVE-2013-0643,KEV,2024-09-17,KEV,dateAdded
CVE-2013-0648,KEV,2024-09-17,KEV,dateAdded
CVE-2014-0497,KEV,2024-09-17,KEV,dateAdded
CVE-2014-0502,KEV,2024-09-17,KEV,dateAdded
CVE-2020-0618,KEV,2024-09-18,KEV,dateAdded
CVE-2020-14644,KEV,2024-09-18,KEV,dateAdded
CVE-2022-21445,KEV,2024-09-18,KEV,dateAdded
CVE-2024-27348,KEV,2024-09-18,KEV,dateAdded
CVE-2024-8963,KEV,2024-09-19,KEV,dateAdded
CVE-2024-7593,KEV,2024-09-24,KEV,dateAdded
CVE-2019-0344,KEV,2024-09-30,KEV,dateAdded
CVE-2020-15415,KEV,2024-09-30,KEV,dateAdded
CVE-2023-25280,KEV,2024-09-30,KEV,dateAdded
CVE-2024-29824,KEV,2024-10-02,KEV,dateAdded
CVE-2024-45519,KEV,2024-10-03,KEV,dateAdded
CVE-2024-43047,KEV,2024-10-08,KEV,dateAdded
CVE-2024-43572,KEV,2024-10-08,KEV,dateAdded
CVE-2024-43573,KEV,2024-10-08,KEV,dateAdded
CVE-2024-23113,KEV,2024-10-09,KEV,dateAdded
CVE-2024-9379,KEV,2024-10-09,KEV,dateAdded
CVE-2024-9380,KEV,2024-10-09,KEV,dateAdded
CVE-2024-28987,KEV,2024-10-15,KEV,dateAdded
CVE-2024-30088,KEV,2024-10-15,KEV,dateAdded
CVE-2024-9680,KEV,2024-10-15,KEV,dateAdded
CVE-2024-40711,KEV,2024-10-17,KEV,dateAdded
CVE-2024-9537,KEV,2024-10-21,KEV,dateAdded
CVE-2024-38094,KEV,2024-10-22,KEV,dateAdded
CVE-2024-47575,KEV,2024-10-23,KEV,dateAdded
CVE-2024-20481,KEV,2024-10-24,KEV,dateAdded
CVE-2024-37383,KEV,2024-10-24,KEV,dateAdded
CVE-2024-8956,KEV,2024-11-04,KEV,dateAdded
CVE-2024-8957,KEV,2024-11-04,KEV,dateAdded
CVE-2019-16278,KEV,2024-11-07,KEV,dateAdded
CVE-2024-43093,KEV,2024-11-07,KEV,dateAdded
CVE-2024-51567,KEV,2024-11-07,KEV,dateAdded
CVE-2024-5910,KEV,2024-11-07,KEV,dateAdded
CVE-2014-2120,KEV,2024-11-12,KEV,dateAdded
CVE-2021-26086,KEV,2024-11-12,KEV,dateAdded
CVE-2021-41277,KEV,2024-11-12,KEV,dateAdded
CVE-2024-43451,KEV,2024-11-12,KEV,dateAdded
CVE-2024-49039,KEV,2024-11-12,KEV,dateAdded
CVE-2024-9463,KEV,2024-11-14,KEV,dateAdded
CVE-2024-9465,KEV,2024-11-14,KEV,dateAdded
CVE-2024-0012,KEV,2024-11-18,KEV,dateAdded
CVE-2024-1212,KEV,2024-11-18,KEV,dateAdded
CVE-2024-9474,KEV,2024-11-18,KEV,dateAdded
CVE-2024-38812,KEV,2024-11-20,KEV,dateAdded
CVE-2024-38813,KEV,2024-11-20,KEV,dateAdded
CVE-2024-21287,KEV,2024-11-21,KEV,dateAdded
CVE-2024-44308,KEV,2024-11-21,KEV,dateAdded
CVE-2024-44309,KEV,2024-11-21,KEV,dateAdded
CVE-2023-28461,KEV,2024-11-25,KEV,dateAdded
CVE-2023-45727,KEV,2024-12-03,KEV,dateAdded
CVE-2024-11667,KEV,2024-12-03,KEV,dateAdded
CVE-2024-11680,KEV,2024-12-03,KEV,dateAdded
CVE-2024-51378,KEV,2024-12-04,KEV,dateAdded
CVE-2024-49138,KEV,2024-12-10,KEV,dateAdded
CVE-2024-50623,KEV,2024-12-13,KEV,dateAdded
CVE-2024-20767,KEV,2024-12-16,KEV,dateAdded
CVE-2024-35250,KEV,2024-12-16,KEV,dateAdded
CVE-2024-55956,KEV,2024-12-17,KEV,dateAdded
CVE-2018-14933,KEV,2024-12-18,KEV,dateAdded
CVE-2019-11001,KEV,2024-12-18,KEV,dateAdded
CVE-2021-40407,KEV,2024-12-18,KEV,dateAdded
CVE-2022-23227,KEV,2024-12-18,KEV,dateAdded
CVE-2024-12356,KEV,2024-12-19,KEV,dateAdded
CVE-2021-44207,KEV,2024-12-23,KEV,dateAdded
CVE-2024-3393,KEV,2024-12-30,KEV,dateAdded
CVE-2020-2883,KEV,2025-01-07,KEV,dateAdded
CVE-2024-41713,KEV,2025-01-07,KEV,dateAdded
CVE-2024-55550,KEV,2025-01-07,KEV,dateAdded
CVE-2025-0282,KEV,2025-01-08,KEV,dateAdded
CVE-2023-48365,KEV,2025-01-13,KEV,dateAdded
CVE-2024-12686,KEV,2025-01-13,KEV,dateAdded
CVE-2024-55591,KEV,2025-01-14,KEV,dateAdded
CVE-2025-21333,KEV,2025-01-14,KEV,dateAdded
CVE-2025-21334,KEV,2025-01-14,KEV,dateAdded
CVE-2025-21335,KEV,2025-01-14,KEV,dateAdded
CVE-2024-50603,KEV,2025-01-16,KEV,dateAdded
CVE-2020-11023,KEV,2025-01-23,KEV,dateAdded
CVE-2025-23006,KEV,2025-01-24,KEV,dateAdded
CVE-2025-24085,KEV,2025-01-29,KEV,dateAdded
CVE-2018-19410,KEV,2025-02-04,KEV,dateAdded
CVE-2018-9276,KEV,2025-02-04,KEV,dateAdded
CVE-2024-29059,KEV,2025-02-04,KEV,dateAdded
CVE-2024-45195,KEV,2025-02-04,KEV,dateAdded
CVE-2024-53104,KEV,2025-02-05,KEV,dateAdded
CVE-2020-15069,KEV,2025-02-06,KEV,dateAdded
CVE-2020-29574,KEV,2025-02-06,KEV,dateAdded
CVE-2022-23748,KEV,2025-02-06,KEV,dateAdded
CVE-2024-21413,KEV,2025-02-06,KEV,dateAdded
CVE-2025-0411,KEV,2025-02-06,KEV,dateAdded
CVE-2025-0994,KEV,2025-02-07,KEV,dateAdded
CVE-2024-40890,KEV,2025-02-11,KEV,dateAdded
CVE-2024-40891,KEV,2025-02-11,KEV,dateAdded
CVE-2025-21391,KEV,2025-02-11,KEV,dateAdded
CVE-2025-21418,KEV,2025-02-11,KEV,dateAdded
CVE-2024-41710,KEV,2025-02-12,KEV,dateAdded
CVE-2025-24200,KEV,2025-02-12,KEV,dateAdded
CVE-2024-57727,KEV,2025-02-13,KEV,dateAdded
CVE-2024-53704,KEV,2025-02-18,KEV,dateAdded
CVE-2025-0108,KEV,2025-02-18,KEV,dateAdded
CVE-2025-0111,KEV,2025-02-20,KEV,dateAdded
CVE-2025-23209,KEV,2025-02-20,KEV,dateAdded
CVE-2025-24989,KEV,2025-02-21,KEV,dateAdded
CVE-2017-3066,KEV,2025-02-24,KEV,dateAdded
CVE-2024-20953,KEV,2025-02-24,KEV,dateAdded
CVE-2023-34192,KEV,2025-02-25,KEV,dateAdded
CVE-2024-49035,KEV,2025-02-25,KEV,dateAdded
CVE-2018-8639,KEV,2025-03-03,KEV,dateAdded
CVE-2022-43769,KEV,2025-03-03,KEV,dateAdded
CVE-2022-43939,KEV,2025-03-03,KEV,dateAdded
CVE-2023-20118,KEV,2025-03-03,KEV,dateAdded
CVE-2024-4885,KEV,2025-03-03,KEV,dateAdded
CVE-2024-50302,KEV,2025-03-04,KEV,dateAdded
CVE-2025-22224,KEV,2025-03-04,KEV,dateAdded
CVE-2025-22225,KEV,2025-03-04,KEV,dateAdded
CVE-2025-22226,KEV,2025-03-04,KEV,dateAdded
CVE-2024-13159,KEV,2025-03-10,KEV,dateAdded
CVE-2024-13160,KEV,2025-03-10,KEV,dateAdded
CVE-2024-13161,KEV,2025-03-10,KEV,dateAdded
CVE-2024-57968,KEV,2025-03-10,KEV,dateAdded
CVE-2025-25181,KEV,2025-03-10,KEV,dateAdded
CVE-2025-24983,KEV,2025-03-11,KEV,dateAdded
CVE-2025-24984,KEV,2025-03-11,KEV,dateAdded
CVE-2025-24985,KEV,2025-03-11,KEV,dateAdded
CVE-2025-24991,KEV,2025-03-11,KEV,dateAdded
CVE-2025-24993,KEV,2025-03-11,KEV,dateAdded
CVE-2025-26633,KEV,2025-03-11,KEV,dateAdded
CVE-2025-21590,KEV,2025-03-13,KEV,dateAdded
CVE-2025-24201,KEV,2025-03-13,KEV,dateAdded
CVE-2025-24472,KEV,2025-03-18,KEV,dateAdded
CVE-2025-30066,KEV,2025-03-18,KEV,dateAdded
CVE-2017-12637,KEV,2025-03-19,KEV,dateAdded
CVE-2024-48248,KEV,2025-03-19,KEV,dateAdded
CVE-2025-1316,KEV,2025-03-19,KEV,dateAdded
CVE-2025-30154,KEV,2025-03-24,KEV,dateAdded
CVE-2019-9874,KEV,2025-03-26,KEV,dateAdded
CVE-2019-9875,KEV,2025-03-26,KEV,dateAdded
CVE-2025-2783,KEV,2025-03-27,KEV,dateAdded
CVE-2024-20439,KEV,2025-03-31,KEV,dateAdded
CVE-2025-24813,KEV,2025-04-01,KEV,dateAdded
CVE-2025-22457,KEV,2025-04-04,KEV,dateAdded
CVE-2025-31161,KEV,2025-04-07,KEV,dateAdded
CVE-2025-29824,KEV,2025-04-08,KEV,dateAdded
CVE-2025-30406,KEV,2025-04-08,KEV,dateAdded
CVE-2024-53150,KEV,2025-04-09,KEV,dateAdded
CVE-2024-53197,KEV,2025-04-09,KEV,dateAdded
CVE-2021-20035,KEV,2025-04-16,KEV,dateAdded
CVE-2025-24054,KEV,2025-04-17,KEV,dateAdded
CVE-2025-31200,KEV,2025-04-17,KEV,dateAdded
CVE-2025-31201,KEV,2025-04-17,KEV,dateAdded
CVE-2025-1976,KEV,2025-04-28,KEV,dateAdded
CVE-2025-3928,KEV,2025-04-28,KEV,dateAdded
CVE-2025-42599,KEV,2025-04-28,KEV,dateAdded
CVE-2025-31324,KEV,2025-04-29,KEV,dateAdded
CVE-2023-44221,KEV,2025-05-01,KEV,dateAdded
CVE-2024-38475,KEV,2025-05-01,KEV,dateAdded
CVE-2024-58136,KEV,2025-05-02,KEV,dateAdded
CVE-2025-34028,KEV,2025-05-02,KEV,dateAdded
CVE-2025-3248,KEV,2025-05-05,KEV,dateAdded
CVE-2025-27363,KEV,2025-05-06,KEV,dateAdded
CVE-2024-11120,KEV,2025-05-07,KEV,dateAdded
CVE-2024-6047,KEV,2025-05-07,KEV,dateAdded
CVE-2025-47729,KEV,2025-05-12,KEV,dateAdded
CVE-2025-30397,KEV,2025-05-13,KEV,dateAdded
CVE-2025-30400,KEV,2025-05-13,KEV,dateAdded
CVE-2025-32701,KEV,2025-05-13,KEV,dateAdded
CVE-2025-32706,KEV,2025-05-13,KEV,dateAdded
CVE-2025-32709,KEV,2025-05-13,KEV,dateAdded
CVE-2025-32756,KEV,2025-05-14,KEV,dateAdded
CVE-2024-12987,KEV,2025-05-15,KEV,dateAdded
CVE-2025-42999,KEV,2025-05-15,KEV,dateAdded
CVE-2023-38950,KEV,2025-05-19,KEV,dateAdded
CVE-2024-11182,KEV,2025-05-19,KEV,dateAdded
CVE-2024-27443,KEV,2025-05-19,KEV,dateAdded
CVE-2025-27920,KEV,2025-05-19,KEV,dateAdded
